System ID,Firstnames,Lastname,Known As,Title,Post Nominals,Person Corporate Type,Record Type,Role,Gender
2510,,J. & R. Glen,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Possible maker, Production Person (primary) : Maker",
2499,,A. Buffet jeune,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
7867,Thomas,Cogan,,,,Individual,Person,Subject Person : Sitter,
2124,,Ouvrard,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
6813,,Jonathon Clark Fine Art,,,,Business,Corporate,,
6865,Charles K. S.,Shaw,Charles,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
2679,Lew,Davis,Lew,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4639,Thomas,Smith,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
4640,,,T. C.,,,Individual,,"Production Person (pri & sec) : Draughtsman, Production Person (primary) : Draughtsman",
5387,John Hughes,Bennett,John,,,Individual,Person,"Production Person (pri & sec) : Associated Person, Production Person (primary) : Associated Person",
6219,,Model Release No.2696,,,,Business,Corporate,,
6220,,Model Release No.1195,,,,Business,Corporate,,
2831,,V. Kohlert & Sons,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2680,,possibly Slater,,,,Business,Corporate,,
3437,,Anderson,,Mrs,,Individual,Person,,Female
6773,George,Logan,George,,,Individual,Person,,
454,Phoebe Anna,Traquair,Phoebe Anna,,,Individual,Person,,Female
8733,Fiona M. C.,Geddes,Fiona,,,,Person,"Production Person (pri & sec), Production Person (primary)",Female
183,Janice,Barbour,,,,Individual,,,
6464,Jason,Praete,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6615,Faye,Banks,Faye,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6127,Joseph Dalton,Hooker,Joseph,,,Individual,Person,,
3419,Walter,Wallace,,,,,Person,"Production Person (pri & sec) : Sculptor, Production Person (primary) : Sculptor",
3420,F. Geoffrey,Rendall,Geoffrey,,,Individual,Person,"Acquisition Source, Acquisition Source : donor",
746,Peter,Standen,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
7222,Alison,McConachie,,Ms,,Individual,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",Female
595,Archibald,Skirving,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
605,,Cary,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
530,Andrew,Yorke,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
2697,A,Gilmer,A,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
6556,Maria,Garbolewska,Maria,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1214,William Leighton,Leitch,William Leighton,,,Individual,,"Production Person (pri & sec) : Draftsman, Production Person (pri & sec) : Artist, Production Person (primary) : Draftsman, Production Person (primary) : Artist",
529,Darryl,Martin,,,,Individual,,"Approved by, Organizer : Curator, Loc'n Authoriser, Loc'n Mover, Current Owner, Acquisition Source : lender, Registrar in Charge",
1678,,Premier (?),,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2707,,Probably Richard and Joseph Wood,,,,Business,Corporate,,
8532,,,,,,,Person,,
2496,,Lawrie,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2506,C.S.,Barfoot,C.S.,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4227,Mary S. M.,Paton,Mary,Mrs,,Individual,Person,Acquisition Source : donor,Female
4258,Henry,Hexham,,,,Individual,,"Production Person (pri & sec) : Translator, Production Person (primary) : Translator",
5428,A,Rice,A,,,Individual,Person,,
546,Juliet,Pannett,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
14,Douglas,Cairns,,,,Individual,,,
4732,Daniel,Midwinter,,,,Individual,,"Production Person (pri & sec) : Map seller, Production Person (pri & sec) : Publisher, Production Person (primary) : Map seller, Production Person (primary) : Publisher",
4581,John,Watt,,,junior,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
5244,,Benard,,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
3637,J.F.,Ackermann,,,,Individual,Person,,
7912,Wilhelm,Tischbein,,,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",
8012,Benjamin Collins,Brodie,,Sir,,Individual,Person,Subject Person : Sitter,Male
1662,,Ludwig,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
3513,George,Bell,George,Dr,,Individual,Person,,
7271,,Evans,,,,Individual,Person,,
7759,James,Drake,,,,Individual,Person,Subject Person : Sitter,
7760,Christoph Ludwig,Agricola,,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Painter, Production Person (secondary), Production Person (secondary) : Painter, Subject Person : Sitter",
7853,William,Buchan,,,,Individual,Person,Subject Person : Sitter,Male
2588,,Rose-Morris,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4168,Richard,Smith,Richard,Dr,,Individual,Person,Acquisition Source : donor,
6789,John,Goldsmith,John,,,Individual,Person,,
6790,J.F.W.,Herschell,J.F.W.,,,Individual,Person,,
6800,A.L.,Murchison,A.L.,Sir,,Individual,Person,,Male
5319,D.P.D.,Wilkie,,,,Individual,Person,,
5320,James H.,Ashworth,,,,Individual,Person,,
7775,William,Barrowby,,,,Individual,Person,Subject Person : Sitter,
6878,Patrick J.,Hickey,Patrick,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4688,Ambrose,Arsenius,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
5999,Dorothea,Brown,Dorothea,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
6099,Margaret Hope G.,MacDougall,Margaret,,,Individual,Person,,
6109,John,Walker,John,Dr,,Individual,Person,,
6110,William,Macculloch,,,,Individual,Person,,
6281,Edith,Fraser,Edith,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4133,Alasdair Ranaldson,MacDonell,,,,Individual,Person,Subject Person,
4456,Tomaso Maria,Peire,,,,Individual,,"Production Person (pri & sec) : Dedicatee, Production Person (primary) : Dedicatee",
3378,,Schetky,,Miss,,Individual,Person,,Female
1079,John,Faed,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1982,Paul,Herrnsdorff,Paul,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2082,Leopold,Uhlmann,Leopold,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1030,Michael,Dahl,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1029,George,Cruikshank,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1080,Thomas,Faed,,,,Individual,,"Production Person (pri & sec) : Painter, Production Person (pri & sec) : Artist, Production Person (pri & sec) : Author, Production Person (primary) : Painter, Production Person (primary) : Artist, Production Person (primary) : Author",
7852,John,Leake,,,,Individual,Person,Subject Person : Sitter,
2789,William,Meikle,William,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4472,Stephanus,Swart,,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
5213,,Merriman,,,,Individual,Person,Primary Person : Author,
1737,F,Hintz,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2790,,Probably G. Wood,,,,Business,Corporate,,
4781,Gerrit,Tielenburg,,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
3621,Peter,Hedderwick,,,,Individual,Person,,
6741,John,Donne,John,,,,Person,,
2572,,Probably T. Glen,,,,Business,Corporate,,
7742,Thomas,Fuller,,,,Individual,Person,Subject Person : Sitter,Male
8822,Robert Halliday,,Robert,,MD LLD FRSE Grand Dignitary of the Order of the Rose of the Empire of Brazil,,Person,Subject Person : Sitter,
1172,James,Inskipp,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
3545,Alexander,Monro,Alexander,Prof,,Individual,Person,,
5293,Archibald R.S.,Kennedy,Archibald,,,Individual,Person,,
5303,Edwin,Matthew,,,,Individual,Person,,
6175,Peter,Hay,Peter,,,Individual,Person,,
256,Emily,Peppers,Emily,,,Individual,Person,Cataloguer,
2956,François,Lorée,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
3056,Sarah,Deters,Sarah,,,Individual,Person,"Organizer : Curator, Cataloguer, Curator, Loc'n Authoriser, Loc'n Mover, Researcher, Treatment Person",
1494,Thomas,Broun Smith,Thomas,Sir,,Individual,Person,Subject Person : Sitter,Male
1504,Maurice,Pirnce of Orange,Maurice,"Prince of Orange, Count of Nassau",,Individual,Person,Subject Person : Sitter,Male
4225,,B&H Artists Perfected,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4547,Alexander,Seton,,Earl,of Eglinton,Individual,,"Production Person (pri & sec) : Dedicatee, Production Person (primary) : Dedicatee",
654,Aleksander,Zyw,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",Male
5876,Aristodemo,Costoli,,,,,Person,"Production Person (pri & sec), Production Person (primary)",
6035,Charlene,Anderson,Charlene,,,,Person,"Production Person (pri & sec), Production Person (primary)",
5935,David,Rifat,David,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
6987,Layla,Kerley,Layla,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7087,Francis Ellingwood,Abbot,Francis,,,Individual,Person,,
2723,,Couesnon & Cie,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
8077,Alexander,Russell,,,,Individual,Person,Subject Person : Sitter,
8489,,,,,,,Person,,
8490,,,,,,,Person,,
8500,Tess,Goodman,Tess,,,Individual,Person,,
8565,,,,,,,Person,,
7977,Thomas,Phillips,,,,Individual,Person,"Production Person (pri & sec) : Draughtsman, Production Person (pri & sec) : Painter, Production Person (secondary) : Draughtsman, Production Person (secondary) : Painter",
2249,F,Schulz,F,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2250,,Arsène-Zoë Lecomte & Cie,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2391,,Hesse,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2401,,Fabre,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1412,,John Valentine and Son,,,,,Corporate,"Production Person (pri & sec) : Manufacturer, Production Person (primary) : Manufacturer",
471,Tom,Scott,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
8473,Patrick,Beveridge,Patrick,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
8136,Pierre,Fourdrinier,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
4607,Jacob,Theunisz (Lootsman),,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
6816,Maureen,Purcell,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
4597,John,Speed,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Associated Person, Production Person (pri & sec) : Author, Production Person (primary) : Mapmaker, Production Person (primary) : Associated Person, Production Person (primary) : Author",
6340,James,Fairgrieve,James,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6339,Ian,Paterson,Ian,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7961,Faustino,Anderloni,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
8061,George James,Allman,,,"FRS, FRSE",Individual,Person,Subject Person : Sitter,Male
2555,,"Strasser, Marigaux & Lemaire",,,,,Corporate,"Production Person (pri & sec), Production Person (primary)",
2298,,Stümpel,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2308,Oskar,Adler,Oskar,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1231,A. F.,Lydon,,,,Individual,,"Production Person (pri & sec) : Draftsman, Production Person (pri & sec) : Artist, Production Person (primary) : Draftsman, Production Person (primary) : Artist",
1553,Charles,Godfrey,,,,,Person,"Production Person (pri & sec) : Arranger, Production Person (secondary) : Arranger",
6085,,"Translated by Utterson, Sarah",,,,,Corporate,,
5985,J,Guthrie,J,,,,Person,"Production Person (pri & sec), Production Person (primary)",
5337,James Africanus Beale,Horton,James,,,Individual,Person,,
7163,Thomas,Craig,Thomas,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
7314,Ignazio,Mucciardi,,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (primary), Production Person (primary) : Possible maker",
7726,Richard,Morton,,,,Individual,Person,Subject Person : Sitter,
8946,Lucy,Skaer,Lucy,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist, Acquisition Source : vendor",Female
2631,Joseph,Taylor,Joseph,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4532,James,,,14th Earl,of Morton,Individual,,"Production Person (pri & sec) : Dedicatee, Production Person (primary) : Dedicatee",
8624,,,,,,,Corporate,,
2218,,Hammig,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2065,,Rivière and Hawkes,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1965,S.A.,Chappell,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
3512,Richard J.,Robertson,Richard,,,Individual,Person,Acquisition Source : donor,
5893,Lindsay,Moran,Lindsay,,,,Person,"Production Person (pri & sec), Production Person (primary)",
6017,Pamela D,Moore,Pamela,,,,Person,"Production Person (pri & sec), Production Person (primary)",
6971,John,Stewart,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7071,,Jehu & Campbell,,,,Association,Corporate,"Production Person (pri & sec), Production Person (primary)",
6003,John B,Vallely,John,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
5903,Jacqueline A N,Stieger,,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
5917,Gavin,Stuart,Gavin,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4606,Andrew,Crooke,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
1155,Benjamin,Holl,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
6882,Scott,Murray,Scott,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
5262,David,Lyndsay,David,,,Individual,Person,,
4596,William,Camden,,,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (pri & sec) : Author, Production Person (primary) : Associated Person, Production Person (primary) : Author",
3686,,Augustanus,,,,Individual,Person,,
5121,Helen,Loveday,Helen,,,Individual,Person,,
8805,Stephen Hugh,Salter,Stephen,,,,Person,"Production Person (pri & sec) : engineer, Production Person (primary) : engineer",
713,Carolyn,Burchell,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8795,,Trustees of the National Galleries of Scotland,,,,,Corporate,Document Publisher,
1427,J.,Webster,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4334,Thomas,Jefferys,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
6833,Margaret L.,Smyth,Margaret,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7177,,Balleny,,,,Individual,Person,,
8028,Thomas Goff,Lupton,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
7911,George,Shaw,,,,Individual,Person,Subject Person : Sitter,
7928,Erik,Acharius,,,,Individual,Person,Subject Person : Sitter,
8011,William,West,,,,Individual,Person,"Production Person (pri & sec) : Printer, Production Person (secondary) : Printer",
4367,Henry,Bullock,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Associated Person, Production Person (primary) : Mapmaker, Production Person (primary) : Associated Person",
7194,Ian,Duff,Ian,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7204,Rhona L.,Barclay,Rhona,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
3561,James,Grahame,James,,,Individual,Person,Subject Person,
5626,Thomas,Annan,Thomas,,,Individual,Person,,
6757,,Calvin,,,,Individual,Person,,
8566,,,,,,,Corporate,,
8582,,,,,,,Person,,
8674,,,,,,,Person,,
5413,Henry Bedford,Lemere,Henry,,,Individual,Person,"Production Person (pri & sec) : Photographer, Production Person (primary) : Photographer",
273,Margaret,Mellis,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
3393,,Plutarch,,,,Individual,Person,,
3403,,"Humphreys, H.N. and Westwood,  J.O.",,,,Association,Corporate,,
3468,John,Wilson,John,,,Individual,Person,"Production Person (pri & sec) : Surveyor, Production Person (primary) : Surveyor, Subject Person",
7288,Robin,Crawford,Robin,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
2083,August,Beyde,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
6002,Joanna,Wilson,Joanna,,,,Person,"Production Person (pri & sec), Production Person (primary)",
5431,W.H.,Auden,W.H.,,,Individual,Person,,
5479,E.J.,MacRae,E.J.,,,Individual,Person,,
5480,,Lewis,,,,Individual,Person,,
7396,Sidheswar,Paul,Sidheswar,,,,Person,"Production Person (pri & sec) : Sculptor, Production Person (primary) : Sculptor",Male
7406,,Liverpool University Press,,,,,Corporate,Document Publisher,
6284,David,Ewans,David,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8257,James,Syme,James,Prof,"FRCS, FRSE, DDL",,Person,Subject Person : Sitter,Male
5892,James T,Carlyle,James,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
5902,Albert,Robson,Albert,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
1983,,Boosey & Hawkes,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Maker",
1106,John,Fulleylove,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1096,William,Forrest,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
3817,Josiah Willard,Gibbs,Josiah,Professor,,Individual,Person,,
838,,Secretary,,,,Academic,Corporate,,
2342,Dominique,Porthaux,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4548,Thomas,Craufurd,,Prof.,,Individual,,"Production Person (pri & sec) : Author, Production Person (primary) : Author",
5767,,Model Release No. 2419,,,,Model Release,Corporate,,
7835,John,Mudge,,,,Individual,Person,Subject Person : Sitter,
2695,,J.C. Penzel's Nachfolger,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4622,George,Strahan,,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
5412,Harry Bedford,Lamere,Harry,,,Individual,Person,"Production Person (pri & sec) : Photographer, Production Person (primary) : Photographer",
3344,Margaret,McCandlish,Margaret,Miss,,Individual,Person,,Female
2705,,Possibly Harding,,,,Business,Corporate,,
3578,Richard,Hay,Richard,,,Individual,Person,,
7592,Meriel A W,de C Acton,Meriel,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
7818,Claude,Roy,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
2897,M.O.,Nichols,M.O.,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2907,,Fischer,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4916,Pieter,Goos,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Author, Production Person (pri & sec) : Engraver, Production Person (pri & sec) : Publisher, Production Person (primary) : Mapmaker, Production Person (primary) : Author, Production Person (primary) : Engraver, Production Person (primary) : Publisher",
1188,James,Johnstone,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
6682,Moira,Johnson,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
5016,Alfonsus de,Losa,Alfonsus,,,Individual,Person,,
3285,Frederick William,Grey,Frederick,Hon Sir,,Individual,Person,,
5353,John,Denholm,John,,,Individual,Person,,
3007,,Kaiser,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1693,Rune,Selen,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1703,,Menzenhauer,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2773,,Possibly Besson,,,,Business,Corporate,,
1644,,Possibly Premier or Besson & Co.,,,,Business,Corporate,,
8746,Rhona,Cunningham,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8766,A.,[Illegible],,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1476,Leitch,Ritchie,,,,Individual,,,
4426,Richard,Jones,,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
3486,James,Marshall,James,Rev,,Individual,Person,,
931,Violet,Fairgreave Barrowman,Violet,Mrs,,Individual,Person,Subject Person : Sitter,Female
5826,John,Fyfe,John,,,Individual,Person,Acquisition Source : lender,
5675,John,Monteath,John,,,Individual,Person,,
5338,,"Rice, D. Talbot (compiled by) & McIntyre, Peter (biographies)",,,,Association,Corporate,,
8060,Forbes,Winslow,,,,Individual,Person,Subject Person : Sitter,
7959,William Hyde,Wollaston,,,,Individual,Person,Subject Person : Sitter,
7960,John,Dalton,,,,Individual,Person,Subject Person : Sitter,
8059,George,Richmond,,,RA,Individual,Person,"History Location External, Production Person (pri & sec), Production Person (pri & sec) : Painter, Production Person (primary), Production Person (secondary) : Painter",
780,Ivor,Davies,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8962,,Museum of Edinburgh,,,,,Corporate,,
779,Samuel John,Peploe,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
5951,Diana,Douglas-Hamilton,Diana,,,,Person,"Production Person (pri & sec), Production Person (primary)",
6051,Olivia,Cochrane,Olivia,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
2848,Benjamin,Slade,Benjamin,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
8749,Miranda,Strachan,Miranda,,,Individual,Person,,
8750,,Macormick,,,,,Person,"Production Person (pri & sec) : probably, Production Person (primary) : probably",
290,Margery,Accarino,,,,Individual,,,
289,H.,Heriot Mount,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
1140,Ernest William,Haslehurst,Ernest William,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
5185,Jeffrey C.,Stone,Jeffrey,,,Individual,Person,"Primary Person, Primary Person : Author",
7347,Ventura,Linarolo,Ventura,,,,Person,"Production Person (pri & sec), Production Person (primary)",
1139,William,Harvey,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7145,William,Morton,William,,,Individual,Person,,
8625,,,,,,,Person,,
8691,,,,,,,Person,,
8701,,,,,,,Corporate,,
224,John,Flaxman,,,,Individual,,"Production Person (pri & sec) : Sculptor, Production Person (primary) : Sculptor, Subject Person",Male
1966,,Siccama,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1891,Francis,Fentum,Francis,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1901,,Metzler & Co. Ltd,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
5065,Nadine,Parks,Nadine,,,Individual,Person,Acquisition Source : donor,
4965,John,Cranmer,John,,Esq,,Person,"Acquisition Source : donor, Acquisition Source : lender",
4275,Giovanni Domenico,Cassini,,,,Individual,,"Production Person (pri & sec) : Mathematician, Production Person (primary) : Mathematician",
4351,John,Johnson,,,,Individual,,"Production Person (pri & sec) : Author, Production Person (primary) : Author",
1630,Jacques,du Mesnil,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
7128,John,Gillies,John,,,Individual,Person,,
563,William Henry,Playfair,William,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Architect, Production Person (primary), Production Person (primary) : Architect",
2001,,Stöhr,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (primary), Production Person (primary) : Possible maker",
2066,K,Schamal,K,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2738,,J.R. Lafleur and Son,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
5386,Edward,Troughton,Edward,,,Individual,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
2173,,Placht,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
823,John Barnard Norton,Whyte,Bunty,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist, Related Person : son",
5446,,Ruthven,,Lord,,Individual,Person,,Male
2467,George,Glen,George,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Possible maker, Production Person (primary) : Artist",
8717,Margaret E.,Paterson,Margaret,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
2814,Jacques Christophe,Labbaye,J.C.,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (primary), Production Person (primary) : Possible maker",
1105,William Thomas,Fry,William Thomas,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
5919,Hylda M,Sutcliffe,Hylda,,,,Person,"Production Person (pri & sec), Production Person (primary)",
6019,Alexander F,Mitchell,Alexander,,,,Person,"Production Person (pri & sec), Production Person (primary)",
6523,John Kingsley,Cook,John,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6020,Adam M,Martin,Adam,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
1095,Robert Smith,Forrest,Robert Smith,,,Individual,,"Production Person (pri & sec) : Etcher, Production Person (primary) : Etcher, Production Person (secondary) : Etcher",Male
5718,Richard,Barnfield,Richard,,,Individual,Person,,
6176,Tristan ap,Rheinallt,Tristan,,,Individual,Person,,
7711,Robert,Morison,,,,Individual,Person,Subject Person : Sitter,
8439,Aimee,Laporte,Aimee,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8440,Michael,Hecht,Michael,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1461,Thomas M.,Wright,Thomas M.,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
15,Robert,Dow,,,,Individual,,,
577,Seamus,Heaney,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
1612,Orlando Charnock,Bradley,Orlando,"MRCVS, MB, ChB, DSc, MD, FRSE, Hon FRCVS",,,Person,Subject Person : Sitter,Male
4857,Alfred,Rae,,,,Individual,,"Production Person (pri & sec) : Draughtsman, Production Person (primary) : Draughtsman",
8517,Sarah,Sanford,Sarah,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7744,Domenico,Guglielmini,,,,Individual,Person,Subject Person : Sitter,
8658,Kerri,Stean,Kerri,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
